Rattings,Reviews
5,"I was skeptic buying laptop online, but Amazon has never disappointed me yet.Asus was amazingly great! This is my first laptop of this brand, I was not sure but this is a top level laptop. Smooth and advanced with lots of space and good for gaming, but as I don't play much games so I am not gonna say more on gaming!"
1,"Awful amazon service. Ordered this laptop on 6thoct, received a faulty piece which didnt switch on at all. Been calling for replacement/return continuously. Not yet happened. Horrible experience"
5,I wish it was little more faster. Otherwise it's very good Laptop and value for money.
3,It's good backup Good screen size Good there is no LAN port . If they provide bag and screen clear jel this is to good. If 5k down price it's too good I bought in 55k I think so 48k 50 is the it's perfect price
4,4.5 STAR ... Lacking 2 important features that MUST be included .... backlit keyboard & card reader
5,Excellent laptop with good processor.processing speed is nice.all features are nice.internet a bit slow
4,Everything is up to the mark with this price except Camera Quality
3,Sound quality is not good… even at maximum setting very less sound
4,EXCELLENT!
1,No charger
1,Pathetic laptops. Pathetic service. Never trust asus. Never buy from these cheats. Bought vivobook S15. Motherboard faulty just after warranty period. Faulty sound. Faulty battery and power section. You buy this product at your own risk.
4,"I ordered this laptop on 06 Oct 2021.Display quality- 8/10keyboard - 5/10performance - 9/10Battery Life-  as of today- 7/10 (need to use if for atleast a month or two then will update the review)OS, Software- 8/10Amazon deal- 9/10Camera quality- 2/10Customisation- 7/101.Original price is 66k, Got this for 39K, in exchange of my 10 years old asus i3 2nd gen laptop (9K value) in Amazon festival with other HDFC offers.Laptop is fast, as it is i5 11th Gen. and 8 GB ram with 256ssd HD.2. I tried looking for it's reviews and photos all over internet but didnt find any proper pic or review of exactly this model even on website.3. So the keyboad is not backlit keyboard. Its only chicklet keyboard and I am nt happy with the way it is. at this cost they could have provided backlit keyboard. Also in the product images on amazon glowing logo on keyboard is shown, and since it is 2021, I thought this must be having backlit keyboard. And the colour of letters and numbers is grey on silver keys, this combination is not good from viewing angle.4. Laptop doesnt fill that light weight, it must be weighing around 1.8 kg.5. Performance is good as of now. Installing apps , working fine. did nt try heavy apps yet.  shall update it's review after some time.6. There is no memory card reader slot in this laptop. There is no indication on front , if laptop is starting after u press the power button- this is absolutly rubbish. You will come to knw only whn ur screen will be on. else keep looking on side edge of laptop.7. Display quality is amazing. I am enjoying it.8. Laptop came with windows 10 and office and MCaffe for 1 year preinstallled. Happy to use it.9. Got a good deal, wait for few more reviews. then decide in next amazon festival.10. Laptop boots very fast. and the fingerprint scanner works amazing, responce is quick."
4,"I bought this laptop 💻  from dell store near me,Pros:*11th gen i5 with iris graphics.*256gb ssd along with 1tb HDD, 8gb ram*boots very fast andCons:*plastic build*Not suitable for heavy gaming*Charging"
1,Never expect this type of  product from dellOnly 8 days after receiving the product. Laptop is getting hanged and not starting now. The replacement date is gone yesterday.  Though I was getting same configuration from differnet brand at lower price. I went ahead and purchsed with trust from Dell.No option is there to put 0 star else i could have gave 0 star.
4,Got it in good condition and after using a week i can say its good... All things working fine... Battery life if around 4 hours with WiFi connected... I'll review this again if anything bothers me... So for now a deal for 55k is good
5,"The laptop is good. Using it for almost a month, it's little bit heavy but that is what the Dell Inspiron 15 series is known for.The battery life is good.. last for almost 6 hours. The screen is of 15"" and full hd quality.With SSD C:, the boot time is very less and it instantly boots up."
4,"Pros: Reasonable at this price rangeEasy installation,Online Dell and Microsoft support,Good speed and enough memory.Great screen resolution,Adjustable light sensitivity,Cons: A bit heavy,The battery lasts only 3,1/2hours and charges slowly.Updates keep pooping almost every day."
1,"Though the manufacturer was mentioned to be in India but when the product arrived, it mentions that it is made in China. I bought this product as I wanted to buy Made in India product but they are misleading people by mentioning manufacturer based India"
4,"It does not come with backlit keyboard as found in some of the answers. It is a decent laptop, but has some heating issues. I added a laptop fan beneath and the heating is not an issue anymore. Boot is pretty fast.This a VFM laptop from dell."
1,If I could give 0 stars I would. Worst product. Motherboard stopped working in a month. They replaced it and in just 10 days another issue started. It shows Bios error and laptop does not start.DO NOT WASTE YOUR HARD EARN MONEY ON THIS MEDIOCRE PRODUCT.
4,The battery backup is not even 50% of what's mentioned in the description. charging time adapter overheating ...
1,The laptont seller and Amazon together are doing a fraudd taking money abd delivering sone junk crap abd using our money intrest free for weeks
5,I like the built quality it is best and after the 11 upgrade it will give a good competition to Mac book
1,Heating to much because of vents covered by led panel. Hest accumulated due to the vents covered by lid. Poor heat management. And poor and irresponsible service from dell. Laptop crashed two times.
1,"When type @, it shows different key. Not just one key but most of the keys are like that."
3,No doubt the laptop is good but the budget is too high. You can buy other brand like HP or Asus with many more features with 8 GB ram. While this gives u only 4 GB ram in 54k. Not worth pay. It doesn't even have backlit! If you a heavy software user I suggest you to go for other brand.
4,Not experienced much because it is too early to say anything within 1 month of buying a Laptop. Was expecting  laptop sound to be more but will wait more time when will be used extensively.
5,"After using for 2 weeks.. Completely dissatisfied with the product.. Refurbished laptops are better than this dell model.. Problem with trackpad. Audio settings, always hanging... etc.. etc.. Don't buy this product.. Worst model"
3,My laptop caps lock light is always on trying to reach the customer care not responding and issue is still not sort it out.I have no idea that wheather caps lock on are off every time wen i type a password its confusing me
1,u can surely get something better than thislemme rephrase something a lot better than this for the money u are going to pay!!
5,I like this product speakers are best the screen is very best nice in worth of money nice laoptop nice.
3,I just bought this laptop and it was lagging for 2 sec after every click so I updates the latest version of windows 10 few drivers and after restarting it a couple of times the lag is no more but it's still 1sec lag. Now that the windows 11 is out will it replaced even if update and still lags?
1,You need to get ready atleast 25 minutes before the class for children if you are going to use this laptop.
1,Worst product I have ever bought on Amazon. It was complete dead system and the return process was the most horrible one.
1,Tooo slow .....
2,Good product
1,"The process I slow,"
5,"Ryzen 5 5500U is the best chipset you can find in the mid-range laptops which even gives a run for the money to Core i7 processors that being said major cons I found were -Pros -1. Ryzen 5 5500U (no lag what so ever even with 8 GB ram)2. Upgradable RAM to additional 16GB in the one slot which is empty (8GB onboard is soldered to the mother board)3. Additional slot for 2.5 HDD/SDD4. 300 nits decent display5. WiFi 6 (works like a charm with my 100 mbps wifi) & Gigabit ethernet port6. Light weight (under 1.8kg for a 15.6inch laptop)7. Good laptop for techies - Linux Support (I have tested Garuda Linux *Arch based distro) works well for most parts, bluetooth and webcam have some issue which needs to be fixed but otherwise works smooth (these issues may not be there with Ubuntu/Debian, haven't tested it yet)8. Battery life is decent expect around 5-6 hours of backup with light usage.Edit: Bluetooth and Webcam issue fixed by using 5.10.40-1-lts kernel in arch/Garuda linuxCons -1. Built in speakers sound low for my likingHighly recommend this laptop for power users (techies/programmers). I haven't tested any games as of yet as I work mostly with Linux. Light gaming should be fine better than Intel onboard graphics for sure!."
4,"I was eyeing for this laptop since its announcement.Earlier I was using a i5 6th gen processor laptop which was slow comparing to this....The machine highlights after using it for a month, Very neat and simple design, No heating issue.1. The performance is great and snappy.2. The battery life is 4-6 hours at normal usage.3. Boot time is around <10 seconds.4. The build quality is normal but loved the Aluminum top cover.5. The look is quite simple and professional.6. The screen quality is FHD, great for the price.7. I loved the Backlit Keyboard8. WiFi connectivity is great with AX Technology.9. Sound - Good, use headphone is you are a music lover :-P10. Overall it's a great laptop for the price.RAM, HDD & SSD can be upgraded...4 Star only because of Poor Support from ACER..."
5,Best laptop
5,"I found this Laptop on ACER and Croma site at night for 53K and 52K. Being sleepy, I left it and next morning it was out of stock on both. Then I bought it on Amazon for 56K less 1K discount for HDFC card.I have my old laptop ACER Aspire V3-471G with Core-i7 3630QM processor. I used it for 9 years and it is still working.  This one is a bigger beast.Pros -1. Ryzen 5 5500U is better than most Core i7 CPUs.2. Upgradable RAM to additional 16GB in the one slot which is empty (8GB onboard is soldered to the mother board)3. Additional slot for 2.5 HDD/SDD4. Anti glare  full HD good display5. WiFi 6 works smoothly6. Light weight (under 1.8kg for a 15.6inch laptop)7. Good laptop for techies - Linux Support (I have installed Linux Mint XFCE.) Everything was detected and works well. There is only one issue, which I am not sure whether it's an issue- Display works at 77 hzs8. Battery life is decent expect around 5-6 hours of backup with light usage.9. I am using Windows 10 in Virtualbox under Linux Mint Host. That requires multiple CPU cores. My old Laptop would become hot upto 87'C with two OSs running in it. This one is a real beast. Temperature rarely crosses 50' C even in summer.10. A Hard disk caddy is supplied along with the laptop for installing second HDD or SSD. I went to nearby ACER support center for installing additional 1TB SSD and 8GB RAM. It took only 10 minutes at reasonable charges.Great value for money 55kCons -1. Built in speakers sound is  lower than average."
5,just you look this laptop every things has been provide most important is that acer service centre. Today I have visited with my laptop to install external HDD. what a service just took 5 minutes. Manager Jogesh has tolled me due pandemic I am ready to send my technical staff in my resident. What more you want. Another best quality service of Amazon they have give me this ACER ASPIRE AMD RYZEN 5-5500U laptop within 04 days. Amazon hats off You. Its looks too Good and best keyboard minor sound supposed to be high. Otherwise every parts & function are too excellent. ACER Wishing you all the best . I was purchased first  laptop on  2007 it was Acer next two are HP now again I purchased ACER.
5,"Everything's great in this machine.Boots within 10 sec. To the main home screen.It's fast and snappy..The only flaw is the screen bleeding. You can check in the attached image when dark wallpaper was applied and under full dark room. Picture was taken.Nothing serious. In normal use anyone won't notice just in case if you are in dark room there may be chances it may be visible.Talking about the ""sound quality"".It is quite loud in my case I didn't feel like loudness is less. It's good. Display colors are good but can be tweaked in Radeon app settings."
5,Good laptop overall
5,"Excellent battery life, decent screen with IPS so good viewing angles, Lightweight aluminium top body, boots up and shuts down in seconds because of 8GB RAM and 512 GB SSD. AMD Radeon Graphics does the job well, can play light games. Soft and brisk touchpad. Overall a good package in the price."
4,"Used it for a week and....Good battery life, lasts around 8 hrs with wifi on, bluetooth off, screen at 50 percent brightness n doing medium tasksAverage speakers n webcam, should have been better at this price pointAverage screen, it is ips but colours arent accurate enough, brightness is adequate and the antiglare type helps tooGood performance through the ryzen 5500u, that's the highlight hereNo heating issues as suchGood design n build quality even though half of it is plasticBacklit keyboard is good with decent key travel and it can be turned off during daytime to save some battery, typing on it feels nice for a laptopComes with an extra hdd mounting slot, pre installed windows and ms officeOverall 4/5, was in need of a laptop so bought it at 60k without waiting for discounts, but anywhere below 55k its a good deal for sure"
5,"We had purchased for our son and he just loved using the laptop for everyday use, Coding, watching videos, attending webinars and attending his classes online. The battery backup is amazing and the Laptop overall is just awesome. No issues as of now connecting to Wifi 2.5 ghz/ 5 ghz band. Since we have Airtel broadband the Wifi autoconnects to highest 5 ghz band and is super fast. Laptop opens up super fast and depends on if we have configured any login password or personalised photos/background during Laptop login page, based on which little difference may be seen but overall great processor for faster access to anything to be done with this laptop. Not has an opportunity to contact ACER for any issue as Laptop is working great. Thank You."
5,"Great laptop with very high quality screen,the battery life is around 7 hrs and the trackpad is just excellent"
4,Caps lock is not having a point beam ...when it is off ...other features are as expected
5,Good value for money. There’s only one s drawback - the speakers are not loud enough.
1,Speaker and cameraquality is so cheapNot recommended for online classes and kidsDifficulty in returning itCheap productNever do shop with amazon
4,Very sleek...light weight...very fast...
5,Had only 2 days after buying...Overall Battery life is good ...Backlit keyboardLite weight...Performance is good ..Win 10 n Ms office license version.
5,"Excellent battery life, can easily last upto 10hrs.Boots in 6-7sec.Build quality great for a plastic build.Has an overall professional look and feel"
5,Product as mentioned
1,It's a complete waste of money product. Sound Volume and Quality is worst. Build quality is very basic.
1,Can't return now. Bad product
5,Very slim lapy and the processor is awesome....... Just go for it
1,Not Good Product of Acer Aspire 5 AMD Ryzen 5 5500U Processor
5,"Great product,fully satisfied"
5,"Amazing display, good battery backup"
4,Good
5,"The 5500U is, to slightly put it, ABSOLUTELY BONKERS, Gives even the Current Generation i7s, (dare I say i9s) a run for their money. Compiles the entire Linux kernel in under a minute (If you don't know what that means, let me tell you its Performance is Beyond Comprehension)Cooling is quite awesome, albeit borrowed from ROG machines (That's a Good Sign too), it definitely shows ingenuity.The iGPU isn't as powerful as DGPUs but that's obvious, Not bad.RAM? 8 Gigs which is good enough for most people, but if you aren't one of them, You can expand upto 24 Gigs (IMO 16GB is Good Enough for me so I stuck with that) Basically, overkill for the target demographic and if you want even more, I think 60K isn't the price range you should be looking at.Gaming -Haven't tested much gaming on this though, just some Rainbow Six: Siege, Halo 3, Far Cry 3 and MW3 all running on KVM on Manjaro Linux (Tux reigns supreme), except for Siege, which I had to run using dual boot because of BattlEye's KVM Restrictions (Those Pricks). Performance for all of them is acceptable seeing that they are in fact running on iGPUs.Programming -As stated above it compiles the entire linux kernel in under a minute so compilation tasks won't suffer (Tested on gcc, ghc, elixirc, javac, nasm+ld and rustc). As for parsing goes, it shines there as well 4 Ghz is more than enough to run any interpreted application and 12 threads are enough to handle any async task (Tested on NodeJS, Python 3.9, leiningen, racket and haxe running in interpreted mode). Ran Multiple CLion, IntelliJ Idea and Webstorm Instances without it breaking a sweat, even with a Kjillion Daemons like PgSQL, Dgraph, MySQL, Docker (7 Containers!), and a local Kubernetes Cluster (3 Containers)An eloquent machine for anyone who can appreciate its elegance, Programmers, Techies, Gamers, all alike"
5,"Merits1. Battery life lasts once charged almost a day and half on economical use.2. Weight- Medium weight, does not feel like burden on shoulder or in hands.3. Processor- Powerful enough to work swiftly.4. RAM- Expansion limit to 24GB. Upgraded5. Silver Colour- Makes feel premium6. Integrity - Non flexible. Damage proof from certain height.Demerits1. MS Office- Not activated. (Should have been)2. Expandable memory- Slot should have atleast 1TB HDD3. Backlight Keyboard - Has no dimmer. Too much brightness in dark room.4. No fingerprint scanner.Conclusion - Perfect for the multiple works. Could have been feature-rich in this range but lacks.Advisable to buy."
4,"I am sharing this review after purchasing laptop from local shop where I get best deal.. here are some genuine reason why you with pros and cons..,Pros---1. Full Hd screen with ips display it's very looking great.2. AMD rzyn 5 -5500 Au beats processor.3. Camera quality decent but not above average as compare to other high priced laptop, works good.4. Backlit keyboard and very good Mouse pad work good in gesture also.5. Build quality was good as compared to HP and dell , having metal on top and premium plastic on keyboard.6. Less booting time less than 5 sec to start and same time to shut down, thanks for SSD and 8 GB ram.7. Looks professional and attractive.8. Battery back us is good after I used 4 hours on single charges still 45 % battery is remaining and charging time is 2 hours so it will also a good for heavy users.Cons -1. Speaker is very poor in terms of listening songs or watching movie it's should be great if having powerfull spkr or take a Bluetooth speaker for this things with add on.2. Don't have finger prints reader where in this price Acer should add FPS.I found only this cons rest overall laptop is quite premuim also give super speed not lag at all I can do a bit of video editing and gaming also but yes only speaker is very low interns of other laptop rest is very good laptop under 58k...If u are looking for beast laptop than go for it believe me u don't regret but onl thing is that take a Bluetooth speaker for enternating purpose of u user somewhere....thanks I hope this will help u.."
5,"Good laptop, 6 core 12 thread's cpu with 8gb soldered ram, can be expanded upto 24gb , slot for 2.5 inch hard disk / sata 2.5 inch ssd is given which can be installed upto 2tb, mounts are provided for that, 1080p ips screen and backlit full side keyboard provided though backlit keyboard brightness can't be controlled, available for a lesser price, check acer online store or offline store."
5,"i got this laptop 15 days ago .after usage of 15 days i csn conclude this is a beast laptop in terms of performance ,battery life ,display ,body n finish etc .its a complete package .i had tested GTA 5 on 720p settings .gta 5 gives a average fps of around 41-42 at stock ram .if i add more ram to this then only god knows this beast's performance ...video editing can also be done smoothly .battery backup is around 7-8 hours on normal usage ..."
5,"Good product as per the expectation. Packaging was good, seller was responsive. Seller met the expectation"
5,"Good product as per the expectation. Packaging was good, seller was responsive. Seller met the expectation"
4,"Hello,I'm writing this review after using this laptop for a month.I bought this product for my daughter's online school education. As such this laptop does pretty well on that front. No doubt that Avita has cut lot of corners to provide a product in this budget which should be expected, afterall laptops with decent performance are not cheap. Buy this if you only intend to surf internet, online learning, emails and work on MS Word or such document softwares. As the processor is very basic don't have much expectation for gaming or any other processing heavy programs.Positives:1. Screen is gorgeous with minimal bazels.2. Weighs really light. A kid can easily handle it which translates into less chances of damage.3. Good on-site service. I placed a request, the technician visited next day and was able to address my concerns.4. Sufficient battery life.5. Looks cool and different.6. Good enough camera.7. SSD provides smooth performance. There is no lag whatsoever. Laptop boots up within some seconds. Got 192 Gb usable space out of 237 gb. Connect external hdds or usb drives if more space needed.Negatives:1. Wifi range is poor.2. All the ports are at the back which makes them hard to reach.3. Positioning of the camera is on the keyboard surface which gives no flexibility to manage its angle. However, apart from an awkward position, there is no hindrance in capturing the subject using the laptop.4. Power chord length is quite short.5. Track pad isn't very smooth but manageable. I had to bump up its settings in Windows. Using an external mouse will provide better experience.Overall, I'm happy with the purchase."
1,Very bad
4,"The product is good but it has some problems , first If your thinking that you can do gaming in this laptop , then it will not work , DON'T BUY THIS LAPTOP FOR GAMING, you can use it for office work and normal students type work , 2nd amd most worst part is you are not going to get its accesories , because AVITA is not known in India."
4,"After reading  so many different feedback on different products I made my self to order this laptop which is not so old and trusted brand let me tell you ,  but the most attractive things of this laptop is it is providing same features which is there in other brand at high price , but this  the only brand in the market which comes below 25k , thats why people get attract , but using this laptop for only one day, it is not even twitching on , seems like dead automatically I have request to call centre and asked them to replace,amd I trust amazon it is known for its service over the world so no meed to worry about ... Thank you"
3,"Comes with genuine windows 10, and also office installed but not activated.Camera quality is ok, but position is weird. You can't adjust angle.All ports are in backside, may be difficult to access them.Screen Quality is good.No cooling fan, system will heatup easily after a 30 mins use.Touchpad experience is not good. Though it is working, it is not comfortable.Screen to body ratio is highGood looking with good design.Amazon delivery is very good and package packing is also good."
5,"Fully satisfied with laptop. Bought it for online classes, net surfing and for my documents it does absolutely great work in all those areas.Surely not for gaming purpose. SSD drive makes it really fast in booting. Although it's processor is not so powerful therefore lag is visible when you go for heavy multitasking; CPU meter easily reaches 100.There is no fan in the bottom at times it even terrifies that overheating may not harm it internally. Screen is gorgeous therefore no issue with movie watching."
5,Boot in 22 secondsWord Excel and PPT works without any hasslesCamera angle is fine. If we keep it in the table it's very goodLight weightTeams and Telegram works fineOnline video plays fineOverall a value for money package
4,"Theek hai low budget k hisab se, lekin budget increase karsakte ho to koi aur hi Lena. Plus warranty registration me problem aarahi hai"
1,Product delivered on time but keyboard stopped working after 15 days. Didn't get it repaired even in one month. No return after 10 days so I have to face the harassment. After a month even customer service don't respond..Don't buy..
5,"Its value for money. Good for basic use like attending meetings, word, excel, power point presentation. Surfing, you tube etc ..With SSD, no speed issue."
1,Kept spinning for 3 hours but the setup didn't completed. Wasted a lot of time talking to agents finally I lost around 2k bucks and purchased another hp laptop
5,Because they compare to the processer is very first.best deel 2 yr  warranty provided  Avila that will for some small  small  software use propouse to  purchase nothing else... Lile:meeting attend  online classes like  editer small  small to use...
4,"I like it's performance but it has a little heating issue and bettery is not long lasting. It's useful for study and office work perpose,not for gaming and editing.I mostly like it's display,it's display so attractive and nice."
1,"Yeah, it's cheaper but worse as it has 2yrs warranty but it's battery is not working now where I buy it just 1 month before."
4,"Best budget laptop. Rest all are fine for 20k only disadvantage is camera. It housed on keyboard, ok for students but for a teacher u need to have an external webcam."
1,"The product was defective , the laptop battery was not charging and then Amazon refused to replace it. Had the worst experience. Would rate it -10 if I could."
5,"Short space Ssd,others are nice,Smoothly  work"
4,"Great screen, good if you don't need heavy processing power. Build is a bit flimsy though. But at the price, real value for money."
1,Battery life is very very poor
5,Excellent and cheap
5,Nice laptop.. I am gave gift to my would be wife.. She is very happy to see design and model.. I am happy 👍🏻
5,Very light weight...n good quality...in budget
5,Excellent Product.... Every student must have
4,"easy to carry, light weight, small and cute laptop. Not good for very heavy work."
2,Return request approved on 7th september.till now no one come here and take this back
5,Amazing product AVITA... FROM AMAZON....best in this BUDGET
5,Good. Recommended for purchase for normal computer usage / limited use.
3,gaming ke liye bilkul na le  ismein cooling fan ka issue hoga
5,I liked the SSD hdd and speedy booting.
5,This laptop is perfect for student or for home
1,Battery not good
5,Best
3,Daily on line work
5,GUD
3,Product has a rich texture...but lacks in durability and performance...download sucks...takes hours to download...the camera is so awkwardly placed....u can do minimal stuff like...surfing....classes...or lectures...I would certainly not recommend this product to kids for online classes due to the placement of the camera....sound quality is good....
5,"Nice performance ,best battery ,worth buying ,cheap in price , , , , , , , , , , ,"
1,This is a bad product don't go for it wasteof money waste of time don't buy it please 🙏 .
4,Very nice laptop for students and work from home. I think you should go buy this lappy if you are student and employee in any company
4,"After using it for 2 months, this is what I can say-The display is quite good, although not top-notch, it has good contrast however the brightness could be better. The screen does not glare but you will have discerning what's on the screen if you're using it right under the sun on a bright day.The battery gives around 4-6 hours. Acceptable.The performance is spectacular. I'm not editing or gaming but, for your everyday office work or your assignments, you will have no trouble whatsoever.The hardware is solid and looks premium. The keyboard doesn't have much travel but the backlight has three levels which I found out just yesterday.Major drawback- the computer heats up. Especially, when you're using it while charging (not too hot like it can cook eggs, but it can definitely melt butter). But that won't bother won't bother you a lot if you are in a cold place, then you can use as a hand warmer except, for your lap.The speakers were unprecedented. I was not expecting anything in the audio quality, but boy..... If you keep it on a table the sound it gives is amazing.The fingerprint sensor is quite responsive for a laptop.All in all this device is impressive. If I had the same budget, I'd buy it again. But if you don't mind spending  a couple of bucks more and for all you peeps with deep pockets, don't waste your time and buy the M1 Macbook"
5,"Model: Intel i5-11300H processor, 16 GB RAMI bought this laptop for coding and app development so I went with the more powerful H series processor. The laptop is very easily able to run all the programming tasks including VSCode, Android studio along with running an android virtual device.To get the most performance out of the machine, toggle the power option to best performance mode and plugin the AC adapter otherwise the battery will drain fast. For regular usage such as browsing and watching videos, it can be operated on battery (unplugged) with the ""better battery"" power mode for about 6-7 hours easily.The display is very crisp and clear with good color accuracy. The official display details for this laptop are a bit unclear in the dell specifications document. Overall it is a very good display with thin bezels.It has excellent speakers (for a laptop) with loud enough sound for watching movies without headphones.The fingerprint reader is not the best when compared to smartphones.This machine is not for Gaming as it has lower refresh rate and very slow screen response time. Although it should be able to run games at low settings.Overall it is a good and handy device which works well when used with the proper settings in the right way."
1,"While setting up the laptop, screen went wonky...total colour distortion and hung up. Have asked replacement....don't know if it's worth buying"
1,"In specification, mentioned  4 1 Ghz processes but I received 3.0 GHz processor. It is a cheating. Seller take money for high configuration and provide low configuration 😥"
1,"Speaker is buzzing, new laptop, out of the boxEdit: The replacement laptop speaker is the same. You won't hear the buzzing while listening to a song or video however while increasing or decreasing system volume, the chimes crack, also for Windows pop ups, the chime sound cracks at more than 50% volume. Really weird issue."
5,It's a awsm laptop with premium looks and great performance.
2,"It was good just for 7 days post delivery. I am not sure if i made a mistake buying it online. Laptop stopped working on 8th day and i had no option to place a request for replacement. I called customer service of HP they said within 48 hrs technician should visit and it's been more than 48 hrs and i have not even received any call. I spent Rs 42k and as i have to do work from home, my work is hampering also. Cpu turns on but no display. Did all troubleshooting but no improvement for this NEW GEN HP LAPTOP.On 27th HP sent an engineer and they are ready to help howver my case is pending  as of 16th April, as Amazon did not mention the serial num on invoice and p-slip. HP needs invoice with Serial number. I am very much disappointed as i am stuck between two big brands...it is good if machine works fine if you are unlucky then may gonna pissed off after sale. Let's see how long do i have to wait to obtain the correct invoice from HP.Note- accept invoice with sr number mentioned on it then only HP can entertain easily."
1,"Hi,I am totally disappointed with this purchase. I have spend the heavy amount but still i couldn't use the product. My request for replacement also not happened due to some irrelevant reason. I bought this laptop for son's study purpose. Due to this bad sales service my son's study also got impacted. Now this defective item is with me last 10 days. If my problem is not resolved in another two days. I will take this issue in next very seriously.Request your immediation action to resolve the issue.Thanks and Regards,Kajamydeen T"
1,"Horrible experience! First there was flinch in the screen ao i had to talk to the customer service for 2 hours before they declared it fit to be replaced. After I got a replaced laptop within 5 days the speakers went off, they started producing the most obnoxious voices. But till i realised i had to return it again it the 8th day and amazon couldn't replace. So I contacted hp they helped me but everyday i had to sit for hours talking to them explaining them their person came home checked it labelled it suitable to be replaced boxed it seqled it saying amazon will pick up. But nothing! Nor from Amazons side nor from hp its been 1 month now my laptop is sealed and kept. I'm calling everyday mailing everyday but no response. Its like my 50,000₹ have gone down the drain! Horrible services from both sides!"
1,I bought HP15s fr 2006tu it was delivered on 27/03/2021.When I was doing simple work but its laptop charger and laptop also getting heating problem so kindly see that and resolve the issue
1,"The laptop worked OK for 1 day. The other day itself after starting laptop, screen was frozen. Screen got completely wanky, broken and still. Running laptop hangs up & shuts down automatically. This was happening frequently. Just see the pics.I requested for return but the process of return itself was such a cumbersome process. Wasn't guided properly by customer care also. I ordered laptop in such an urgent situation that I needed laptop within 2 days. But it took me 2 long weeks for returning the laptop that too after continuous follow up, requests, arguments etc. Worst experience. Trust broken. I very DISAPPOINTED & SAD with the DEFECTIVE LAPTOP received from AMAZON."
5,Pros1.Display2.Very fast operation3.battery life4.light weight5 Msoffice 2019 student life timeConsBody is plastic looks delicateKeypad looks cheapNo backlight in keypad
1,Print on the keyboard keys is thin(font size and color) . Keyboard body color is silver. This makes it problematic to read keyboard keys. Especially at night when it shines due to room lights. This is bad design. It should be either in contrast color(black keyboard with white font) or it should come with back-lit keyboard. I even did not like display quality.
4,If looking for performance this laptop has best config and price comb. Boot in 5-6 sec. No lag. You get windows and office. Packing was good. All seal were intact.It can easily compete with i 5 9gen.But butbut there are some issuesFirst. The plastic quality is not that good. When you type the whole keypad goes down as the plastic there is thin.Battery backup is only 3-3.5hours with averahe load.The mcafee subscription was over when i got the laptop which is weird. But windows defender overcomes the need of any third party anti virus.Overall for performance its the best bang for your buck. Go for it. Just buy a wireless mouse for better effciencyScreen is also good but could have been brighter
3,"Bought it for 41999, so far haven't faced any issue.Not so good things to consider before you purchase it:1. build quality: very fragile, won't survive a drop.2. speaker: average.3. camera: below average.4. Missing RJ45 port.I will update my review if I face any issue."
4,"I am writing this review after using this laptop for more than a week. I will keep it short and to the point:Good things:1. I just loved its design and it is beautiful. Soothing silver color and very sleek. it just feels nice to touch the smooth surface.2. It is significantly lighter weight.3. Sound is good in this price range, I am satisfied.4. Speed is awesome. Core I3, 11th gen, and the SSD both make it awesome to work.5. Display, it is a bit warm display but very clear. Soothing to eyes. Night mode is also good.6. Bluetooth connectivity is also great. My earlier HP laptop used to drop the connection in between but this works seamlessly.7. it is very thin, I liked it.Things need improvement/ I did not like much:1. It gets heat up in just 30 mins of usage.2. It has only 2 USB ports that too together with charging port. This makes difficult to connect 2 USB and charger at the same time due to size of pen drive or devices port like mouse or external HDD.3. The cooling fan is at the bottom not at the sides which may be causing heat up issues because when you use it on the bed as many times we do, it does not work efficiently.4. Memory of SSD is only 512 GB which gets reduced by almost 100 GB due to OS and all. Of course, this is what is mentioned in the technical specification but this is something which bothers me slightly. They could have given 1 HDD of 1 TB and SSD combination which Dell and other laptops are providing. But this is not that bad. It is fine if you don't store much on the drive and use the cloud.5. Charger pin which we connect with a laptop is not very smooth. It has a lot to improve. I cannot connect smoothly as my earlier Lenovo, Dell, and HP laptops.6. It does not have a CD drive which is something missing. People who have old CDs/DVDs of marriages and functions might miss this, I do :(Conclusion: By and large, this is a perfect laptop for normal usages like studies and work. Not suitable for gaming though. Its lightweight, slim design and soothing silver color appearance backed with 11th gen core i3 processor with SSD makes it perfect and fast to use. I recommend this to users who wanna use it for work and study purposes. I wish the USB port should have been more scattered instead of consolidated near the charging port. Overall, awesome product, I am happy with this."
4,"I made this review after using this laptop for 3 months as a good laptop to buy under 42K.I used it for last two months and I only faced the problem regarding battery life.  Battery consumed very quickly and also there was a issue of  heating. Although heating problem was normal in laptops. Otherwise it was vey fast, response quickly and no lag.  The camera was not so good. It was weighing light and thin and also it has a gloomy metal like finish which makes it's look quite awesome. Overall it was good for normal uses . I got this product without any  fault and as it was depicted in the display."
4,"I am working with i5 & i7 laptops and this is my first laptop i3 haven't notice big difference because of SSD and 11th generation version without hard drive. Setup took very less time , very fast processing. Sound quality good and Picture quality satisfactory. Within this cost I must say it's fabulous, must buy and enjoy working. I will not suggest for gaming purpose. Silver colour body makes executive looks, slim and very handy. Light weight and elegant design. I must give five star but somewhere I don't know I am rating four star.....may be something missing like sound card. Overall it's good laptop. Let's see in coming days how it performs and battery life....good luck."
1,This laptop closed many times. Screen always gets crashed if we are watching any video Or doing any work . And exchange date has also crossed. I m not satisfied with the laptop. Only 10 Or 12 days has crossed.. And arising lots of problem
